numerical__SGPA_Sem1,numerical__SGPA_Sem2,numerical__SGPA_Sem3,numerical__SGPA_Sem4,numerical__SGPA_Sem5,numerical__SGPA_Sem6,numerical__SGPA_Sem7,numerical__SGPA_Sem8,numerical__CGPA,numerical__AttendancePercent,numerical__Internships,numerical__Projects,numerical__Workshops,numerical__Certifications,numerical__Publications,numerical__AptitudeTestScore,numerical__SoftSkillsRating,numerical__CodingTestScore,numerical__MockInterviewScore,numerical__ExtraCurricular,numerical__IsAnomaly,categorical__Gender_Female,categorical__Gender_Male,categorical__City_Ahmedabad,categorical__City_Bangalore,categorical__City_Chennai,categorical__City_Delhi,categorical__City_Hyderabad,categorical__City_Jaipur,categorical__City_Kochi,categorical__City_Kolkata,categorical__City_Mumbai,categorical__City_Pune,categorical__CollegeTier_Tier1,categorical__CollegeTier_Tier2,categorical__CollegeTier_Tier3,categorical__Stream_CS,categorical__Stream_Civil,categorical__Stream_ECE,categorical__Stream_EE,categorical__Stream_IT,categorical__Stream_Mechanical,categorical__Specialisation_AI,categorical__Specialisation_DataScience,categorical__Specialisation_Embedded,categorical__Specialisation_Networking,categorical__Hostel_No,categorical__Hostel_Yes,categorical__HistoryOfBacklogs_No,categorical__HistoryOfBacklogs_Yes,categorical__CGPA_Tier_High,categorical__CGPA_Tier_Low,categorical__CGPA_Tier_Mid,IsAnomaly,PlacementStatus,Cluster,Distance_From_Center,KMeans_Outlier
0.0,0.0,0.0367,0.0,0.0567,0.005,0.0,0.0,0.01,0.092,0.0,0.0,0.3333,0.0,0.0,0.2162,0.25,0.1628,0.1791,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,1,0.2313923190711331,0
0.33,0.3267,0.29,0.3433,0.3633,0.38,0.385,0.3767,0.3583,0.738,0.3333,0.4,0.0,0.6,0.5,0.6897,0.475,0.4711,0.5433,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0.18522044749431785,0
0.175,0.1967,0.2317,0.1667,0.195,0.1667,0.1433,0.2283,0.1817,0.292,0.0,0.0,0.6667,0.0,0.0,0.1985,0.25,0.1709,0.1827,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,1,0.10317958286989547,0
0.6417,0.6717,0.5667,0.5767,0.5767,0.6717,0.7033,0.645,0.655,0.756,0.3333,0.6,0.6667,0.6,1.0,0.7779,0.75,0.7471,0.5601,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1,2,0.19510110941598832,0
0.4967,0.425,0.4433,0.505,0.535,0.4583,0.3983,0.4183,0.4567,0.536,0.3333,0.4,0.6667,0.2,0.5,0.6206,0.425,0.3418,0.488,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,0,0,0.06848318988944124,0
0.5367,0.54,0.6167,0.6017,0.5317,0.555,0.54,0.6017,0.5617,0.32,0.6667,0.4,0.6667,0.2,0.5,0.5412,0.475,0.5808,0.357,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,1,0,0.07200427828394783,0
0.1933,0.215,0.2283,0.2567,0.2367,0.1733,0.2167,0.2017,0.21,0.016,0.0,0.2,0.3333,0.0,0.0,0.2309,0.25,0.1963,0.1226,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,1,0.062214691230515526,0
0.4667,0.545,0.5583,0.425,0.46,0.3883,0.515,0.5183,0.4883,0.4,0.3333,0.2,0.6667,0.2,0.5,0.2735,0.4,0.5092,0.4339,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,0,1,0.2595363581364638,0
0.665,0.8167,0.7067,0.725,0.6883,0.8333,0.81,0.74,0.7633,0.26,0.3333,0.2,0.6667,0.4,0.0,0.5809,0.55,0.4273,0.4315,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1,2,0.1470448317502935,0
0.365,0.4217,0.3717,0.4567,0.2317,0.2933,0.275,0.2917,0.3633,0.158,0.0,0.0,0.6667,0.2,0.0,0.15,0.15,0.1697,0.1538,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0,0,1,0.19383416483935872,0
0.51,0.5217,0.505,0.4533,0.4633,0.5,0.4333,0.4983,0.4967,0.248,0.0,0.4,0.6667,0.2,0.0,0.0691,0.425,0.1467,0.0889,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,0,1,0.34687928754449515,1
0.3233,0.2617,0.2517,0.2283,0.2067,0.2667,0.2017,0.3067,0.2683,0.424,0.3333,0.4,0.6667,0.2,0.0,0.7059,0.475,0.433,0.4002,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0,0,0,0.2664976243540428,0
0.275,0.2467,0.2467,0.11,0.2033,0.0967,0.1133,0.1833,0.1933,0.406,0.0,0.0,0.0,0.2,0.0,0.2618,0.2,0.1305,0.0938,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,1,0.04575324718087464,0
0.85,0.8733,0.93,0.9083,0.9067,0.9417,0.9717,0.8983,0.9133,0.574,0.3333,0.8,1.0,0.4,0.5,0.8162,0.5,0.6801,0.631,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0,1,2,0.1322639226842837,0
1.0,1.0,0.9867,1.0,1.0,1.0,1.0,1.0,0.985,0.856,0.6667,0.6,1.0,0.8,0.5,0.5574,0.95,0.7321,0.8474,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0,1,2,0.21106541625951822,0
0.1817,0.1333,0.28,0.165,0.2633,0.1967,0.3133,0.3017,0.22,0.47,0.3333,0.2,0.3333,0.4,0.0,0.5779,0.525,0.4827,0.4724,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,1,0,0.27334548569835065,0
0.6767,0.8183,0.6817,0.665,0.6333,0.7783,0.6767,0.7,0.7033,0.534,0.3333,0.4,0.6667,0.4,0.0,0.6485,0.45,0.5185,0.482,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1,2,0.14651258398296482,0
0.5417,0.6383,0.6817,0.655,0.6067,0.6183,0.4683,0.6183,0.595,0.574,0.3333,0.6,0.6667,0.4,0.0,0.5426,0.575,0.5612,0.5048,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,1,0,0.10400640117300965,0
0.4817,0.48,0.4733,0.5267,0.485,0.5733,0.4283,0.4833,0.4717,0.412,0.3333,0.4,0.6667,0.4,0.0,0.5868,0.325,0.3834,0.5397,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0.03227505316306705,0
0.1533,0.1883,0.1433,0.1383,0.195,0.1933,0.15,0.235,0.18,0.138,0.0,0.2,0.0,0.2,0.0,0.2074,0.35,0.2379,0.1382,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,0,1,0.09623087953936899,0
0.415,0.4317,0.4983,0.41,0.445,0.45,0.405,0.4383,0.4067,0.624,0.3333,0.4,0.6667,0.2,0.0,0.5044,0.45,0.44,0.2993,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0.10394493183289849,0
0.1983,0.14,0.1333,0.1817,0.1667,0.21,0.105,0.085,0.14,0.796,0.0,0.0,0.0,0.0,0.0,0.3544,0.375,0.5115,0.4663,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0,0,1,0.11006444390384224,0
0.5467,0.605,0.5583,0.5483,0.5167,0.6117,0.645,0.5633,0.5317,0.356,0.3333,0.4,0.3333,0.4,0.5,0.5632,0.4,0.5081,0.4916,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1,0,0.03879703900131586,0
0.8683,0.865,0.8117,0.8517,0.8967,0.88,0.8867,0.8467,0.825,0.706,0.3333,0.6,0.6667,0.6,0.5,0.7632,1.0,0.6813,0.4663,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0,1,2,0.056480899057537594,0
0.7033,0.7667,0.8533,0.7017,0.7083,0.775,0.67,0.7433,0.7417,0.826,0.6667,0.8,1.0,1.0,1.0,0.9132,0.725,0.6859,0.7212,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0,1,2,0.22627954804676667,0
0.315,0.3283,0.315,0.2067,0.2883,0.225,0.23,0.3667,0.2833,0.074,0.3333,0.0,0.6667,0.0,0.5,0.2647,0.225,0.1316,0.4663,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,1,0.059660862950973496,0
0.675,0.665,0.6833,0.7367,0.7633,0.7317,0.66,0.725,0.72,0.416,0.6667,0.8,0.6667,0.6,0.5,0.5971,0.775,0.5935,0.5601,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1,2,0.16135945739325502,0
0.0883,0.0983,0.0,0.1017,0.1183,0.0667,0.035,0.115,0.07,0.094,0.0,0.0,0.0,0.0,0.0,0.2529,0.325,0.1097,0.1755,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,1,0.1635660028216443,0
0.5567,0.5983,0.555,0.63,0.485,0.575,0.54,0.645,0.5633,0.522,0.3333,0.4,0.3333,0.4,0.5,0.4191,0.45,0.4157,0.4663,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,1,0,0.15971998764528553,0
0.7067,0.7217,0.84,0.8133,0.8067,0.8367,0.815,0.8217,0.7833,0.966,1.0,0.6,1.0,0.6,0.5,0.8603,0.775,0.7436,0.8425,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1,2,0.16150288071449825,0
0.0783,0.005,0.0,0.0,0.0,0.01,0.0,0.0,0.0067,0.302,0.0,0.0,0.3333,0.2,0.5,0.3176,0.325,0.1432,0.1755,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,1,0.22429040925764238,0
0.33,0.24,0.3733,0.3283,0.2617,0.2933,0.2917,0.3133,0.2983,0.092,0.3333,0.0,0.0,0.2,0.0,0.2426,0.0,0.1836,0.1514,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0,0,1,0.08374641615920471,0
0.3733,0.4533,0.3917,0.5067,0.445,0.4533,0.5133,0.5383,0.4733,0.736,0.6667,0.8,1.0,0.6,0.5,0.7103,0.625,0.6801,0.726,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1,0,0.1491224158887639,0
0.5133,0.4967,0.6033,0.6183,0.5667,0.5567,0.5383,0.55,0.525,0.532,0.3333,0.4,0.3333,0.2,0.0,0.5574,0.425,0.6363,0.6094,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1,0,0.032488659936753955,0
0.0117,0.0,0.1133,0.065,0.0,0.0,0.0,0.0,0.0117,0.256,0.3333,0.2,0.0,0.2,0.0,0.2882,0.325,0.261,0.0877,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,1,0.21759958217364417,0
0.495,0.565,0.5417,0.515,0.4533,0.5783,0.4167,0.4667,0.5067,0.43,0.3333,0.4,0.3333,0.4,0.5,0.5735,0.6,0.6455,0.4663,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1,0,0.017657137921339078,0
0.3917,0.465,0.4233,0.4033,0.3933,0.4383,0.33,0.4067,0.405,0.372,0.0,0.2,0.0,0.0,0.0,0.3,0.15,0.1882,0.4663,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,1,0.17598987243822636,0
0.5983,0.5667,0.6183,0.6183,0.6367,0.555,0.6633,0.5917,0.6033,0.752,0.3333,0.4,0.6667,0.2,0.0,0.5544,0.6,0.3868,0.5204,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1,0,0.1106849883706706,0
0.0867,0.0,0.0,0.0133,0.0,0.0,0.0,0.0,0.0083,0.112,0.0,0.2,0.0,0.2,0.0,0.225,0.0,0.1778,0.4663,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0,0,1,0.2303662318988153,0
0.8367,0.9367,0.79,0.785,0.8033,0.7717,0.8433,0.8817,0.83,0.944,0.6667,0.6,0.6667,0.6,0.5,0.6971,0.425,0.8025,0.5637,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1,2,0.013082751308218636,0
0.665,0.6417,0.6367,0.635,0.68,0.69,0.6867,0.68,0.6767,0.724,0.3333,0.6,0.6667,0.4,0.5,0.5574,0.725,0.6963,0.7885,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1,0,0.1838602061025889,0
0.625,0.6683,0.775,0.6483,0.7083,0.7,0.7367,0.6667,0.6633,0.382,0.3333,0.4,0.6667,0.4,0.5,0.4176,0.55,0.545,0.4231,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1,0,0.2236534951354087,0
0.6983,0.62,0.6617,0.6867,0.6633,0.7667,0.6867,0.7017,0.675,0.558,0.3333,0.2,0.6667,0.2,0.5,0.6265,0.4,0.4215,0.381,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1,2,0.18151493728272855,0
0.055,0.12,0.12,0.1117,0.0083,0.055,0.1,0.0717,0.0667,0.278,0.0,0.2,0.3333,0.0,0.0,0.5574,0.25,0.1316,0.4663,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,0,1,0.3129107134856877,0
0.7367,0.8583,0.8583,0.92,0.9117,0.8967,0.95,0.9783,0.9083,0.702,0.3333,0.6,1.0,0.6,1.0,0.5426,0.825,0.843,0.7163,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1,2,0.18008892353334852,0
0.0633,0.0817,0.0167,0.0517,0.0,0.0067,0.0517,0.0,0.0283,0.278,0.3333,0.2,0.6667,0.2,0.0,0.3294,0.075,0.2021,0.1406,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,0,1,0.20480783627723484,0
0.5867,0.5967,0.655,0.5617,0.6317,0.6583,0.6867,0.5517,0.625,1.0,0.6667,0.6,1.0,0.6,1.0,0.7191,0.825,0.6386,0.5829,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,1,0,0.2048901661654983,0
0.6583,0.6083,0.5967,0.5567,0.6117,0.61,0.5733,0.63,0.6167,0.524,0.6667,0.2,0.3333,0.2,0.5,0.5912,0.675,0.3603,0.4507,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1,0,0.1270798329510568,0
0.5967,0.7267,0.6217,0.7017,0.73,0.7217,0.7817,0.7433,0.6783,0.778,0.6667,1.0,1.0,0.6,0.5,0.8882,0.95,0.6905,0.5529,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0,1,2,0.24019666556083924,0
0.5417,0.54,0.5283,0.4683,0.53,0.4833,0.52,0.4617,0.5567,0.644,0.3333,0.4,0.3333,0.2,0.5,0.6382,0.45,0.4157,0.4002,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1,0,0.09901432653149712,0
0.575,0.5817,0.5983,0.6167,0.57,0.6117,0.5417,0.5883,0.59,0.842,0.3333,0.4,0.3333,0.2,0.0,0.6809,0.85,0.3568,0.3582,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,1,0,0.1531390499632818,0
0.7633,0.72,0.7133,0.7667,0.8283,0.74,0.74,0.7083,0.755,0.534,0.3333,0.4,0.6667,0.4,0.0,0.4574,0.55,0.463,0.3017,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1,2,0.2637695106667765,0
0.8083,0.9133,0.8967,0.8983,0.8867,0.9383,0.9383,0.9267,0.885,0.924,0.6667,0.8,0.6667,0.8,0.5,0.775,0.9,0.7841,0.8726,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1,2,0.08228592148972456,0
0.495,0.5167,0.4583,0.4817,0.57,0.4767,0.59,0.425,0.5033,0.546,0.3333,0.2,0.6667,0.2,0.0,0.4279,0.425,0.5843,0.4784,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1,0,0.13497307551015686,0
0.0733,0.1967,0.1517,0.0867,0.0383,0.13,0.1033,0.1317,0.0933,0.306,0.0,0.2,0.3333,0.2,0.0,0.2985,0.55,0.1559,0.137,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,1,0.13625412460071068,0
