numerical__SGPA_Sem1,numerical__SGPA_Sem2,numerical__SGPA_Sem3,numerical__SGPA_Sem4,numerical__SGPA_Sem5,numerical__SGPA_Sem6,numerical__SGPA_Sem7,numerical__SGPA_Sem8,numerical__CGPA,numerical__AttendancePercent,numerical__Internships,numerical__Projects,numerical__Workshops,numerical__Certifications,numerical__Publications,numerical__AptitudeTestScore,numerical__SoftSkillsRating,numerical__CodingTestScore,numerical__MockInterviewScore,numerical__ExtraCurricular,numerical__IsAnomaly,categorical__Gender_Female,categorical__Gender_Male,categorical__City_Ahmedabad,categorical__City_Bangalore,categorical__City_Chennai,categorical__City_Delhi,categorical__City_Hyderabad,categorical__City_Jaipur,categorical__City_Kochi,categorical__City_Kolkata,categorical__City_Mumbai,categorical__City_Pune,categorical__CollegeTier_Tier1,categorical__CollegeTier_Tier2,categorical__CollegeTier_Tier3,categorical__Stream_CS,categorical__Stream_Civil,categorical__Stream_ECE,categorical__Stream_EE,categorical__Stream_IT,categorical__Stream_Mechanical,categorical__Specialisation_AI,categorical__Specialisation_DataScience,categorical__Specialisation_Embedded,categorical__Specialisation_Networking,categorical__Hostel_No,categorical__Hostel_Yes,categorical__HistoryOfBacklogs_No,categorical__HistoryOfBacklogs_Yes,categorical__CGPA_Tier_High,categorical__CGPA_Tier_Low,categorical__CGPA_Tier_Mid,IsAnomaly,PlacementStatus
0.2283,0.2333,0.2517,0.3517,0.1967,0.2867,0.2483,0.2233,0.265,0.624,0.6667,0.4,0.6667,0.4,0.5,0.4147,0.175,0.4792,0.4171,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,0
0.81,0.71,0.8067,0.7867,0.8867,0.7917,0.835,0.8283,0.8,0.684,0.6667,0.4,0.6667,0.4,1.0,0.7309,1.0,0.7194,0.6647,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1
1.0,1.0,1.0,0.9817,1.0,1.0,1.0,1.0,1.0,0.762,0.6667,0.6,1.0,0.6,1.0,0.6838,0.55,0.7898,0.5925,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1
0.365,0.4467,0.48,0.3633,0.6017,0.485,0.4667,0.54,0.4833,0.994,0.6667,0.6,0.6667,0.6,0.5,0.9338,0.75,0.9099,0.7067,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,1
0.6933,0.745,0.5433,0.735,0.6317,0.665,0.615,0.655,0.6433,0.718,0.3333,0.4,0.6667,0.2,0.0,0.4956,0.225,0.5173,0.4291,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,1
0.47,0.3733,0.3667,0.4017,0.3517,0.2917,0.4017,0.3083,0.3683,0.266,0.0,0.2,0.0,0.0,0.0,0.2368,0.2,0.1282,0.1346,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0
0.835,0.7733,0.7767,0.84,0.8383,0.795,0.84,0.9033,0.8067,0.712,0.3333,0.8,0.6667,0.4,0.5,0.5574,0.675,0.955,0.6671,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1
0.39,0.225,0.2317,0.3983,0.2967,0.3767,0.3133,0.255,0.3067,0.642,0.3333,0.4,0.6667,0.4,0.5,0.3985,0.425,0.5115,0.5517,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0
0.555,0.58,0.59,0.5983,0.685,0.575,0.5683,0.6283,0.5933,0.688,0.3333,0.6,0.3333,0.4,0.5,0.4897,0.325,0.4307,0.4663,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,1
0.905,0.8133,0.975,0.9533,0.7933,0.9467,0.95,0.93,0.91,0.588,0.3333,0.4,1.0,0.4,0.5,0.4941,0.85,0.7667,0.5192,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0,1
0.83,0.7267,0.72,0.7817,0.87,0.7917,0.8033,0.7083,0.79,0.526,0.6667,0.2,0.3333,0.2,0.5,0.4235,0.45,0.3326,0.3834,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1
0.4083,0.2967,0.4083,0.3467,0.4983,0.415,0.365,0.365,0.4067,0.334,0.3333,0.4,0.6667,0.2,0.5,0.3485,0.55,0.4411,0.3666,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0
0.45,0.27,0.3467,0.3,0.3,0.3933,0.2817,0.3317,0.345,0.218,0.3333,0.0,0.0,0.0,0.0,0.2,0.225,0.1674,0.0925,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0,0
0.26,0.3083,0.2267,0.2783,0.23,0.23,0.2717,0.2833,0.2667,0.156,0.3333,0.2,0.3333,0.2,0.0,0.1368,0.275,0.2182,0.1767,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0,0
0.7683,0.8283,0.9083,0.835,0.9033,0.86,0.89,0.8283,0.8217,0.89,0.3333,0.6,1.0,0.8,0.5,0.7132,0.55,0.7818,0.506,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0,1
0.325,0.3367,0.35,0.3833,0.3633,0.3433,0.3633,0.3983,0.3417,0.558,0.3333,0.4,1.0,0.2,0.5,0.5574,0.5,0.7852,0.4832,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,1
0.9683,0.995,0.9217,0.9883,0.8717,1.0,1.0,1.0,0.98,1.0,0.6667,0.6,1.0,0.6,1.0,0.7706,0.55,0.7598,0.6346,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0,1
0.7383,0.6033,0.6817,0.5867,0.6267,0.7333,0.7133,0.625,0.6817,0.348,0.3333,0.4,0.3333,0.4,0.5,0.5294,0.35,0.5104,0.5829,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0,1
0.4333,0.4783,0.4983,0.5033,0.4233,0.445,0.375,0.4917,0.4783,0.088,0.0,0.2,0.0,0.0,0.0,0.1059,0.3,0.2379,0.1983,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0
0.5917,0.5783,0.565,0.6467,0.6867,0.6567,0.67,0.635,0.6383,0.844,0.6667,0.8,0.6667,0.8,1.0,0.8397,0.625,0.8995,0.8005,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,1
0.4517,0.5517,0.575,0.4633,0.4733,0.4667,0.385,0.425,0.49,0.334,0.3333,0.2,0.6667,0.6,0.0,0.7941,0.4,0.4665,0.369,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,1
0.0217,0.055,0.0417,0.02,0.0,0.0183,0.03,0.0717,0.0167,0.454,0.3333,0.2,0.3333,0.4,0.5,0.5353,0.4,0.4273,0.3293,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0
0.8,0.835,0.8333,0.8067,0.7867,0.7517,0.7433,0.8167,0.7717,0.234,0.3333,0.4,0.3333,0.4,0.0,0.5574,0.575,0.6005,0.5144,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1
0.0417,0.0,0.0067,0.115,0.0483,0.0,0.0033,0.0,0.0217,0.17,0.0,0.2,0.3333,0.0,0.0,0.2647,0.325,0.2194,0.1526,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0,0
0.5617,0.5517,0.5717,0.5667,0.505,0.5783,0.6433,0.5817,0.58,0.516,0.3333,0.4,0.3333,0.4,0.5,0.6059,0.4,0.4815,0.274,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0
1.0,0.9867,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.794,0.6667,0.8,0.6667,0.6,1.0,0.5574,1.0,0.8441,0.7248,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0,1
0.4083,0.43,0.4,0.4417,0.455,0.425,0.3867,0.46,0.4517,0.558,0.0,0.4,0.6667,0.4,0.0,0.7353,0.6,0.5046,0.4183,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,1
0.4583,0.3733,0.3967,0.5117,0.5267,0.545,0.5017,0.53,0.4617,0.696,0.3333,1.0,0.6667,0.6,0.5,0.8559,0.55,0.6859,0.5709,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,1
0.47,0.4733,0.3683,0.51,0.4017,0.395,0.405,0.415,0.42,0.466,0.3333,0.2,0.6667,0.4,0.0,0.3382,0.6,0.4423,0.393,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0
0.6217,0.6333,0.745,0.6033,0.5783,0.5783,0.715,0.66,0.6317,0.274,0.3333,0.4,1.0,0.4,0.5,0.4897,0.35,0.403,0.3918,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1
0.545,0.5433,0.4583,0.515,0.4867,0.4783,0.4517,0.5217,0.5,0.392,0.0,0.4,0.3333,0.4,0.5,0.4662,0.425,0.5797,0.399,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,1
0.5233,0.425,0.515,0.505,0.4817,0.5017,0.5667,0.6,0.5167,0.592,0.6667,0.4,0.6667,0.2,0.5,0.5574,0.5,0.4711,0.3377,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,1
0.61,0.5017,0.53,0.555,0.4633,0.52,0.53,0.5233,0.5133,0.636,0.0,0.6,0.3333,0.2,0.5,0.4176,0.275,0.3834,0.268,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,0
0.235,0.2267,0.2467,0.1267,0.1283,0.2367,0.0483,0.18,0.1867,0.076,0.0,0.2,0.6667,0.2,0.0,0.2353,0.3,0.2194,0.2428,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0
0.6083,0.5817,0.6667,0.6917,0.59,0.6267,0.73,0.7017,0.6617,0.804,0.6667,0.6,0.6667,0.8,1.0,0.5956,0.525,0.963,0.4784,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,1
0.3933,0.3683,0.395,0.3633,0.4283,0.3583,0.32,0.415,0.4017,0.576,0.0,0.4,0.6667,0.2,0.0,0.6059,0.625,0.5242,0.3594,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0,0
0.4933,0.455,0.3667,0.3867,0.4117,0.2983,0.3183,0.34,0.385,0.314,0.0,0.2,0.0,0.0,0.0,0.2103,0.075,0.1028,0.1538,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,0
0.5117,0.4867,0.5133,0.51,0.4033,0.44,0.4733,0.4917,0.485,0.242,0.0,0.4,0.6667,0.4,0.0,0.6544,0.675,0.4688,0.5397,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,0
0.5833,0.375,0.5217,0.5433,0.4383,0.5267,0.4983,0.5333,0.4867,0.67,0.3333,0.2,0.3333,0.4,0.5,0.5956,0.375,0.612,0.4663,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,1
0.505,0.465,0.485,0.5317,0.5,0.6267,0.5617,0.5583,0.5183,0.926,0.3333,0.6,0.6667,0.6,1.0,0.6779,1.0,0.7598,0.4663,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1
0.3717,0.3033,0.3533,0.4267,0.3617,0.4633,0.3883,0.3733,0.3983,0.84,0.3333,0.4,0.6667,0.2,0.0,0.4029,0.55,0.5831,0.5974,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,0
0.5383,0.58,0.4817,0.5833,0.57,0.6083,0.535,0.5383,0.5417,0.446,0.0,0.6,0.6667,0.4,0.5,0.5647,0.55,0.3845,0.4423,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,1
0.5483,0.655,0.5867,0.69,0.5667,0.5517,0.64,0.615,0.5967,0.774,0.3333,0.4,0.3333,0.4,0.0,0.4441,0.425,0.537,0.2632,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1
0.5883,0.5,0.515,0.67,0.5033,0.4633,0.5083,0.4367,0.5167,0.04,0.0,0.2,0.0,0.0,0.5,0.1338,0.1,0.1016,0.2248,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0
0.495,0.5933,0.615,0.7317,0.6983,0.6483,0.5883,0.7383,0.625,0.778,0.6667,0.6,0.6667,0.6,0.0,0.5824,1.0,0.5808,0.6286,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1
0.6883,0.7383,0.7167,0.62,0.6417,0.7583,0.725,0.755,0.7467,0.646,1.0,0.8,1.0,0.6,0.5,0.8147,1.0,0.9446,0.9147,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0,1
0.6117,0.5917,0.585,0.61,0.6467,0.6767,0.6383,0.5717,0.6033,1.0,1.0,0.8,1.0,0.6,0.5,0.7853,0.8,0.5115,0.8233,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,1
0.8633,0.8283,0.8,0.81,0.8283,0.7483,0.7017,0.8617,0.8117,0.334,0.0,0.4,1.0,0.6,0.5,0.4882,0.325,0.4353,0.3654,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1
0.7817,0.865,0.7483,0.805,0.7633,0.7667,0.8183,0.7317,0.765,1.0,0.3333,0.8,0.6667,0.8,0.5,0.6853,0.925,0.9065,0.6815,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0,1
0.265,0.3667,0.2333,0.3567,0.3867,0.405,0.3983,0.425,0.3233,0.914,0.3333,0.2,0.6667,0.2,0.0,0.5485,0.55,0.5439,0.4663,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,1
0.5683,0.4733,0.4533,0.445,0.43,0.4233,0.5383,0.495,0.4783,0.8,0.6667,0.6,1.0,0.8,0.5,0.6868,1.0,0.6201,0.4663,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,1
0.6517,0.58,0.63,0.6267,0.7067,0.69,0.685,0.735,0.6817,0.51,0.3333,0.6,0.6667,0.2,0.0,0.4868,0.375,0.4573,0.4303,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1
0.7533,0.5767,0.6867,0.735,0.7883,0.7483,0.7783,0.8433,0.7817,0.618,0.3333,0.6,0.3333,0.6,1.0,0.6529,0.825,0.9261,0.6454,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1
0.555,0.6483,0.5133,0.5417,0.5533,0.5833,0.495,0.55,0.5467,0.288,0.3333,0.0,0.0,0.2,0.0,0.1662,0.125,0.1605,0.1274,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,0
0.7633,0.6867,0.8,0.69,0.7533,0.81,0.795,0.7767,0.7883,0.624,0.3333,0.4,0.3333,0.6,0.5,0.5574,0.6,0.485,0.4423,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1
0.1067,0.04,0.045,0.0,0.165,0.0267,0.0,0.075,0.0683,0.008,0.0,0.2,0.3333,0.2,0.0,0.2956,0.0,0.5115,0.4663,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0
0.7433,0.6333,0.6317,0.765,0.68,0.67,0.63,0.82,0.6733,0.418,0.3333,0.2,0.6667,0.4,0.0,0.5529,0.575,0.5162,0.47,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1
0.6217,0.5233,0.675,0.6183,0.5433,0.7133,0.695,0.7417,0.6283,0.48,0.3333,0.6,1.0,0.8,0.5,0.7382,0.575,0.8741,0.7476,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,1
